text,label,stars
"Вроде, работает",1,5
"Порвался через 3 дня 🤷‍♀️ а так,красивый бейдж,",0,2
"Взяла дочке. 3г 7м. Ест с удовольствием. Мне тоже понравились, хрустящие крекеры.",1,5
"Как же был рад сын. И сколько горя, когда через 5 минут езды отвалилось колесо((( пробовали припаять, но настолько отвратительный пластик, что ничего не держится. На соплях. За такие деньги это уж слишком( обидно что сказать.",0,2
"Абсолютно никакого эффекта, но запах приятный. За такую цену вполне ожидаемо.",0,2
"Ценник завышен. Заказывал чёрный и белый, белый по качеству хуже чёрного, чёрный более менее, так что такое себе 😏",0,3
Отличные губки,1,5
Что за невнимательность у вас там заказала отбеливотель для белого белья н...р мне прислали пятно выводитель для цветного у меня таких три дома зачем ??????,0,3
Качество отличное!,1,5
"Заказывала № 235, прислали № 236.",1,4
"Огромное,на мутанта",0,2
"Одела один раз и обнаружила огромную дырку, разошлось по шву",0,1
"Написано что за возврат этого товара комиссию не снимают, в итоге сняли (",0,1
Пижама -топ . Рекомендую!!!,1,5
"Ткань как тряпка, очень дёшево смотрится вживую,рукава вытянутся после первого же занятия.Не рекомендуем к покупке!",0,1
"Напыление бледное,не имеет четких краев, как на фото.",0,1
"Отличные карандаши, яркие цвета, в меру мягкие. Ребёнок доволен",1,5
Очень вкусная паста!,1,5
"Очень хороший ройбуш, хорошо упакован, спасибо за товар",1,5
"Ножи хорошие, а вот подставка в пятнах на металле, которые не оттираются. Вид сразу испорчен.",1,4
"Очень вкусный,сладкий ядреный,полностью натуральный,спасибо за качество,отличную доставку!",1,5
Для массажа очень приятное,1,5
"Петли пришли в ооооооочень разорванной упаковке, обмотоной скотчем. НО НЕТ ШУРУПОВ!!!!!!!! И ВОТ КАК ТЕПЕРЬ?? У МЕНЯ МОНТАЖ ПОСЛЕЗАВТРА!",0,1
"Все хотят потрогать 😅 супервещь , пшика духами любимыми сзади",1,5
"Размер странный , юбка вообще ужасно сидит , мой размер 42 
Костюм даже 1000 не стоит, не говоря уже о 2к",0,2
Красивая штуковина,1,5
"Все хорошо, всё пришло целое. Для подростка то что нужно.",1,5
"Хорошая палитра цветов, карандаши пишут мягко и ярко. Упаковка, как всегда ни о чём... Просто плёнка и как следствие пришла мятая коробка. Очень обидно( покупала для себя, поэтому оставила, так как очень ждала этот набор. Доставка из Казани два дня до Москвы.",1,5
Ужасная нечего не отпечатывается,0,1
"После первой стирки садится значительно! Покупала в зеленом цвете размер М- стало очень короткое, теперь ношу дома",0,3
"К сожалению, нужно было срочно, поэтому выкупила.",1,4
"Хорошее масло с приятным ароматом цитруса. Мне понравилось, кожа после него мягкая без липкой пленки.",1,5
"Отличные резиночки ,силикон не совсем жидкий.И упаковка 🔥 
Рекомендую",1,5
Всё нравится.,1,5
"Держит очень посредственно. Липучка нижняя сзади будет натирать. Пластиковая часть расположена высоко, в районе косточки, для фиксации этого недостаточно. Выбор в пользу другой модели. Эту заказывала в надежде избежать шнуровки, но увы.",0,2
Набор карандашей не плохой но стержень у не которых карандашей слананый не точатся вылетают,0,3
"Приятный запах, кожу не сушит",1,5
"Не прошло и пол года, весы выдают ошибку даже при замене батареек на новые! В возврате по гарантии отказывают! На каком основании скажите мне???",0,1
"Очень приятный аромат, впитывается моментально, теперь буду покупать масло только этой фирмы.",1,5
Мёд запокаван тщательно. Сверху на банке мембрана. Банке из пластика. Вес 1 кг. Вкус мёда понравился.,1,5
"Мед всегда очень вкусный и натуральный, но уже в который раз приходит жутко засахареный, как камень, потому возврат((очень хочется чтоб был тягучим, эластичным!",1,4
"Адаптер очень туго входит в компьютер, ощущение, что не вытащить потом. Сначала думала, что не подходит. Хотела сдать, но данный товар возврату не подлежит как сказали в пункте выдачи, надо через личный кабинет. В лк на самом товаре вкладки ""вернуть товар"" нет, что очень странно.",0,2
"Запокован очень хорошо,все целое.Триммер собрал без проблем,на вид большой,но в работе это не ощущается.Завелся с пол оборота,косит отлично,без вибраций.Я доволен,очень хороший триммер,советую.В Тверскую обл. Пришёл за три дня👍👍👍",1,5
Чай замечательный.Спасибо!,1,5
"Топ подошёл по размеру, но очень странно топорщится на груди, из-за чего видно нижнее белье или кое-что поинтересней:))). Нагинаться в нем точно не стоит)
И тут дело даже не в том, что в груди вещь большая, а сам запах сшит несуразно. Цвет не такой красивый, как на фото, да и ткань тонкая.
Змейка пришла почти сломанной на топе белого цвета.",0,2
"Пришла свернутая в трубочку, почему нельзя упаковать нормально? Чтобы не мять ее так сильно, она вся мятая, кривая",0,2
"очень красивый, но плющит грудь",1,4
Штаны очень широкие и короткие,0,3
очень слабый !гвоздь еле держит.и что с ним теперь делать?,0,1
"Мёд очень вкусный, настоящий. Беру уже не первый раз.",1,5
"Прекрасно, но думала будет побольше",1,5
"23.02.22 купили поилку, 23 и 24 февраля она работала, а 25.02.22 утром при включении подсветка работала, а вот вода уже не лилась, думаю, что насос сломался.... Буду возвращать товар",0,1
"Нормальная обувница, достаточно места, идеально  подошла в прихожую по ширине и высоте. Собирается за 15 минут. Снял звезду за паршивую покраску изделия - пока собрал, все руки были черные, краска слезает прям на глазах.",1,4
"Пришла не полная ,полупустая на фото видно,запах вроде хороший,нетральный на любителя,еще не пользовалась,упаковка в коробочку и салафан,срок годности в норме.",0,3
Маломерят Сильно,0,3
"Вода льётся мимо за края поилки, даже не знаю 🤷‍♀️ куда теперь ее ставить и как исправить косяк производителя",0,3
"Очень эстетично смотрится
Брала в качестве подарка, запах ""пина колада""",1,5
"В наборе не было 6 цветов,которые были нужны. Вместо них были продублированные цвета. Я очень зла, ведь карандаши по своему качеству неплохие. Но из-за произошедшего-не советую,т.к. зачем вам 12 синих оттенков!!!",0,1
"Я может с другой планеты?! Никак не могу понять что вы хвалите? Обычная губка,намочила, начала тереть обувь она и рассыпалась…то ли лыжи ни едут,то ли я странная!",0,1
"Сами галошки хорошие и внешняя часть по размеру, а вот подкладка маломерит. Брала 41 на 40.5, впритык на тонкий носок. Почему не сшить подклалку больше не понятно.",1,4
Все отлично!Спасибо!,1,5
вместо 4 пришло 3 ролика,0,3
Супер вкусная и долгоиграющая жвачка 🥰 пузыри получаются огромные. Рекомендую!,1,5
Вкусный мёд !!!,1,5
Изолят хороший.пришел с поврежденной  упаковкой. Но я забрала. Очень нужен был. Вкус нейтральный. Добавила сахар зам и норм выпила. Лучше ягоды конечно или фрукты.,0,3
"Товар пришёл целый, неплохого качества, правда с самими динозаврами тату тёмные(",1,5
"Оч. вкусно, натуральный , качественный продукт! Хорошая упаковка, быстрая доставка!
Порадовала  цена. Поначалу не поверила, что за 1 кг, задала вопрос производителю, до покупки.
Рекомендую.",1,5
Пижама на 40размер,0,1
"Халат короткий. На картинке рост гораздо больше. При таком несоответствии картинки и изделия, нужно указывать рост. Оставили для дома, но теперь придется еще какой-то другой подбирать для больницы.",0,3
После первой носки очень растянулась. Буду ушивать по бокам. Жаль что так сразу потерялась эластичность,0,3
"Неплохо, но не 100% хлопок, точно...",0,3
"В 2 слоя ложится хорошо, цвет очень красивый. Единственное что не понравилось- присутствуют ворсинки",1,5
"Мед хороший, заказываем не первый раз, однако непонятно наличие в мёде подобного ""подарка""...",1,4
Пряники доставили сломанные(,0,1
Заказывала мёд у продавца уже несколько раз - мне нравится),1,5
"Маломерят на 2-3 размера и очень низкие для ребенка все таки повыше надо, чтобы по сугробам и лужам ходить)",0,3
"Приборы не скруглены! Набор симпатичный, спору нет, но, увы, не обточен. Да, срез аккуратнее, чем во многих случачх, без зазубрин и дефектов, но он всё ещё квадратный.
Лично мне неприятно пользоваться такими приборами, поэтому сдала обратно. Тройку ставлю не совсем заслуженно, для многих это не недостаток, но, зато те, кто будут искать эту информацию, найдут ее.",0,3
"Ощущение будто пастообразная халва, начитавшись отзывов купила, пожалела за потраченные деньги, есть намного вкуснее p.s. Халву терпеть не могу",0,3
"По-началу квйфовала, а после второй стирки пошла ржавчина по кофте. Ужасно!",0,1
Отличный)) пахнет свежемолотым кофе),1,5
"Пришли быстро , батарейки свежие , срок годности до 24 года",1,5
Пакет вскрыт. Очень классный подход!!!!! Перезаказа,0,1
"По вкусу мне напоминает сгущёнку, хотя дети сказали, что ничего подобного)) в общем, на любителя. Орехи только сверху на 1/5, наверное всплывают, а не распределяются равномерно.",1,4
"Очень вкусно!!!Свежая пахлава:15.02 приготовлена,21.02 уже доставили.Упакована в пупырку.Вес вместе с упаковкой 309гр.Спасибо!",1,5
"Дезодорант хороший. Со своими функциями справляется, но запах мне не нравится) я бы назвала это запах усталой подмышки. Но звезду снимать не стала, тк аромат лично мне не подошёл",1,5
"Спасибо, всё устроило, процветания,мед вкусный, натуральный...Упаковка не нарушена, рекомендую к покупке.",1,5
"Специально не стала сразу писать отзыв, решила проверить, на сколько её хватить. Из хорошего: мышь действительно бесшумная, очень стильная и долго держит заряд, но минусы перекрывают эти преимущества. 
Начну с того, что пришла мышь не того цвета, была заказана серая, а пришла черная. Через пару месяцев пользования перестало работать колёсико. Ну и последнее, краска начала облазить с корпуса.",0,2
Пришла вскрытая банка вся жирная. Я дура в пункте не проверила. Горите в аду,0,1
Муж очень доволен. В мороз - 10 гуляли часа два.,1,5
Одноразовая!,0,1
Увлажняет суппер. . Под массаж идеально. Спасибо.,1,5
"Туфли хороши. Но вот только либо размерная сетка всё же не точная, либо просто большемерят. И ещё косячек, скорее всего при окраске. Поэтому возврат, перезаказ и минус звезда. Wb учтите причину возврата при вычете средств за доставку!",1,4
Заказал колпачки TOYOTA. Приехали Skoda...,0,1
"Набор полотенец неплохой, но тонкие.",0,3
"Отлично, у поковка норм",1,5
Цвета не соответствуют (,0,3
"Целый пришёл  ОДИН  стакан, последняя  подставка отломана, заказывала бронзовый пришёл белый? Это как надо не уважать своих клиентов.  СТЫД И ПОЗОР!!!",0,1
"хороший чай, цена отличная!",1,5
"Хорошо увлажняет)) рекомендую,спасибо",1,4
"Без звезды не отправляется отзыв, а звезды ставить не за что!!! Пакет в котором были орехи  был рваный и в таком виде их упаковали в другой пакет. Орехи пошли в мусорку, но почему я за это должна платить. Уважающий себя продавец должен вернуть деньги. Товар не надлежащего качества. Продавца не рекомендую.. деньги не вернули",0,1
"Краска простая, без молотого эффекта, правда, сохнет быстро и ложится ровно. Но, нужно было именно с мооотковым эффектом. Обман.",1,4
"Шикарные. Дети довольны, попросили ещё",1,5
"Какая то вода а не масло,  и впитывается сразу, как массаж то делать?",0,3
"Молоко 6% (бренд ""ашан"")
Количество молока 3 пакета по 970 гр.
Сыр получился.
Вкус удовлетворительный.",1,5
"Вообще огонь, мне очень нравится",1,5
"Изначально так понравилась шапка, но спустя 3 недели вот в таком состоянии…и это ни разу не стирали ещё. Обидно, за 1.600 р такое качество. 
Тёплая, красивая, но качество не очень…",0,2
"Может он и хороший, но я такое больше не возьму и не посоветую, искала без запаха, а этот прям воняет кошачьими метками, фуууу, невозможно",0,1
"Упаковка рваная, полотенце грязное, в подлинности фирмы сомнения. Покупали раньше полотенца этой фирмы этикетка совершенно другая. Разочаровали....",0,2
"Не масляные,но всё равно классные.",1,5
"Меламиновые губки хорошо справляются с налётом на смесителях, не нужны чистящие средства.",1,5
"В первый раз,покупаю мед на валберис. Спасибо, всё пришло в целости, банка большая. А мёд великолепный, запах из детства. Вкусный. С чаем .....😋😋😋",1,5
"Не знаю , какой мед, потому что сплошной сахар , мёд даже не двигается при переворачивании банки , видимо, прошлогодний , не советую",0,1
Чехол плохого качества. Меньше чем телефон...никакой защиты от него!!!,0,1
"Отличный дезодорант. Этим мне удобнее пользоваться, чем сухим кристаллом. Запаха пота нет в течении дня. Сам дезодорант без отдушек. Цена приятная 129 руб.",1,5
Пришёл в срок хорошо упакованный. Волосы после него послушные мягкие и блестящие. Не утяжеляет,1,5
Отличнейший натуральный мёд. Рекомендуем всей семьёй. Заказываю ещё раз.,1,5
"Хороший ароматизатор, доставили в коробочке, все отлично) фото только такое 😀",1,5
"На образце рисунок кошечек расположен вдоль наволочки, а мне прислали рисунок кошек поперек наволочек. Продавайте то , что рекламируете. Брак.",0,1
"Суховатые. Похожи больше на пудру,  а не на консилер.  Наношу на кожу,  смазанную кремом. Для сухой кожи,  как у меня,  не подходят.",1,4
Товар пришёл быстро светят супер,1,5
Стаканчик с кофе не влезает. Только для бутылочки с водой.,0,3
"Корм нормальный, но почему доставка стала только курьеромТак клиентов всех растерять можно",1,5
"Гель хорошо мылиться, приятно пахнет,запах не резкий, рекомендую.",1,5
"Огромное спасибо,заказала в качестве подарка идеально подошло)",1,5
"Заказала 2 штуки, одна пришла серая, а вторая темно -серая, почти чёрная, сразу не заметили , а теперь когда начали делать ремонт, то поздно что-то делать с этим, очень обидно, зря потрачены деньги за одну штуку",0,3
"Этими масками пользуюсь давно, но в этот раз пришли протекшие и одна маска не соответствовала той, которая должна быть в наборе. Очень жаль, что обнаружила это только  дома, больше у этого продавца заказывать не буду",0,1
Пришел без насоса не советую данного продавца,0,1
"Мало того, что пришли с пятном. Еще и вместо 37, прислали 39",0,1
вкусненько,1,5
"Чайник-однодневка. Через пару месяцев использования надо срочно менять, т.к. слезло покрытие внутри",0,1
Чай отличный!,1,5
"Пришло все вскрытое,вместо 3 шт лежала одна ,пока ждала одобрения на возврат,товар лежал на работе и никакого аромата не чувствовалось 🤷‍♀️",0,1
"Утонула((Брала такую же серого цвета ,отличаются в размерах и длине.не понятно почему .",0,3
Все отлично.,1,5
"Заказ пришёл быстро и все на месте! Мед хороший, спасибо 🙂",1,5
"Пришёл в срок, хорошо упакован, запах обалденный, густой, буду брать ещё.",1,5
"Может быть нам не повезло, но переводки у детей не держались от слова совсем - слезли через 2-5 минут с рук. Дети очень расстроились. Этоо не первые наши переводки, поэтому знаю как и сколько они должны держаться. Наклейки классные, дети оценили голографический эффект.",0,3
"Повторная покупка, но ставлю 3 звёзды! Скользкий... предыдущий был идеален! Не скользил, удобный был, но испачкала краской для волос! Этот совершенно другой и неудобный, вот-вот выскользнет из рук((( буду пытаться вывести пятна от краски со старого🙄",0,3
"Отличное качество, работает хорошо, подошло к двери. Доставка быстрая. Спасибо!",1,5
Очень хороший мед. Вкумный!Покупала уже несколько раз. Спасибо!,1,5
Все супер!!!,1,5
Дезодорант просто класс. Со своей задачей справляется на все 💯. Приятно пахнет.,1,5
"Тример прислали целый без дефектов, все комплектующие в наличии, заводится с первого раза, мощный, спасибо продавцу.",1,5
"Ночнушка приятная, качество хорошее, но брак. Сзади, вдоль всей спины непрокрас. Возврат о браку.",0,3
Хороший мяч 👌!,1,5
Пришла в твердом виде. Не довезли. Желания брать и сразу идти кипятить нет. ( Сама по себе крошечная тонкая .денег своих не стоит.,0,2
"кожа дышит,не забивает поры,легкая,помогает уменьшить воспаления,не конфликтует с уходом",1,5
"Не советую. Бирку сняла, надела, а тут такое,,, дырка! Даже не пойму, как вязали эти перчатки((( Очень расстроена. Не ожидала такое от Zarina",0,1
Отличный размеру соответсвует,1,5
"Цена соответствует качеству. Детям понравилось. Вкус специфический, но... Прокрашивает места для более детальной чистки.",1,5
"Запаха почти нет, едва чувствую. Длина восстановилась через сутки)",1,5
"Прикольная штучка, аромат который в наборе мне не очень понравился, капаю арома масла, можно свой любимый парфюм, долго держит запах",1,5
"Самое лучшее дегтярное мыло из всего что я пробовала! А я попробовала не мало!!! Беру комплект из 2 шт, порекомендовала всем своим знакомым, многие теперь тоже заказывают!!!",1,5
Вкусные камушки)),1,5
"👍 пришла целая , все хорошо ! На деле еще не проверяла !)",1,5
"Ооочень приятный аромат масла. Быстро впитывается в кожу, делать с ним массаж одно удовольствие!)",1,5
Ткань супер мягкая приятная к телу! Побольше бы таких! Спасибо огромное производителю и WB!,1,5
БРАК! Часть пояса окрашена в розовый. Я покупала в подарок и очень расстроилась,0,3
"Заказала xs,пришла куртка в размере-s. На пакете  указан размер xs((. В какой-то момент времени произошла путаница с куртками и пакетами от них",0,2
"Хотел зеленый, прислали белый",0,3
"Мне очень нравится отдушка,липкости не оставляет. Пришла целая.",1,5
"Самая дорогая гипсовая бошка, что я покупал. Капать ароматизатор, на гипс? Вы серьезно?) В комплект жидкий и вонючий аромат, в отдельном флаконе. Не думайте, что вы сможете капать туда иные масляные ароматизаторы, они будут просто соткать по гипсовой фигурке не впитываясь. ЕДИНИЦА",0,1
"Ужасное качество. Результат двух часов носки на фото ☹️ это ещё при условии , что у меня очень коротко подстрижены ногти",0,1
Какие 2 км?. Фонарь светит 800 метров. Мах 1000 метров с новыми мощными батарейками. Специально замеряли дальнобойкость. В целом фонарь не плохой,0,3
"Заказывала на кровать 140 на 200, оказался очень мал, перебросила на диван",0,3
"Отличная разогревающая мазь. Греет, умеренно обезболивает. При болях спины помогает. Спасибо за быструю доставку. Дешевле, чем в аптеках",1,5
Мыло пришло упакованные в пупырчатую пленку. Выраженный запах дёгтя.  Мне нравится это мыло.,1,5
Игрушка интересная . Но очень слабые крепления конечностей и головы . У нас голова отлетела на третий день .,0,2
Размер не подошёл. Маломерит,0,3
Потекшая упаковка. Отказ,0,1
Странные джинсы очень. Клеш идет только от колена. Нельзя назвать их широкими. Мне не понравились. И на рост 160 нужно подшивать. Отказ,0,3
"Пряники красивые, яркие, ароматные. Ничего не сломалось. Надеюсь, детям в саду понравиться.",1,5
Синтетика голимая... ткань ужас... точно не за такую сумму отказ,0,3
"Красивое оформление, нет проблем с доставкой. Сами стикеры выцветшие, бледные 🤷🏻‍♀️",0,2
"Кнопка не работает, батарейки потекшие, коробка скрыта. Взяли из за того что нужна и нет времени ждать перезаказ.",0,1
"Банка была открыта, не полная. До этого брала мед другого продавца, все было нормально. В этот раз некрасиво получилось.",0,3
"Хороший чай, чувствуется вкус смородины",1,5
Мёд качественный. Буду ещё заказывать у вас.,1,5
"Пахлава свежая, сочная, доставили быстро. Кофе уже не было.",1,5
"пью уже около месяца и балдею. за такую цену отличные бутоны для заварки в чай, с аптечными не сравнить!",1,5
Пришли одинаковые только одна пара нормальная.,0,2
Пришли с погнутыми и уже отклеенными углами,0,2
"Кофта пришла не того размера, заказали 52, положили 46..
Ну прям схожи размеры... Издевательство",0,1
"Собрали..все хорошо, у светофора внутри разорван проводок,не работает..",0,3
Понравилось!,1,5
"Мёд очень вкусный! Мебрана у меня тоже была вскрыта,кстати. Также написано,что в мае 2022 г.срок вышел, однако  оставила, т.к. не критично для мёда. Буду заказывать ещё. Это уже 2 банка. Спасибо производителю!",1,5
"Отличный, душистый чай! Приятный напиток.",1,5
"Заказала 2 банки, прочитав хорошие отзывы. Пришли хорошо упакованные. Но вот одна банка оказалась неполной. Открыла крышку и защитная плёнка отошла. Такое впечатление,  что из этой баночки кто-то уже  ел!!! Очень неприятно. Я взвесила и действительно нет 30гр. С банкой вес должен быть 1100кг. Кто-то вообще контролирует сохранность продукта? Надо ещё тогда какую-то защиту придумать. Может плёнку сверху запаевать?
Сам мёд с опаской, но попробовала.
Спасибо,  за такую цену медок  неплохой, ещё не совсем закристаллизовался, что вызывает подозрение. И очень сладкий, приторный. Мы разнотравье уже много перепробовали, есть с чем сравнивать.
Хочу ещё  попробовать таёжный...",1,4
"Не очень аккуратный пошив, торчат нитки, слабая оверлочка. Размер соответствует. На цветке полосы.",1,4
"Пришла домой открыла, а она битая(((",0,3
"Липкая лента не такая уж и липкая, не сохраняются режимы, переключаются сами. Светит, и на том спасибо",0,3
Симпотичный дизайн. На вкус тоже очень даже неплохо.,1,5
"Хорошее качество, товар хорошо упакован. Спасибо за подарок - пакетик чая молочный улун!",1,5
"Вкусный мёд, спасибо!",1,5
"Качество хорошее. Но размер М,  на мой М не налез. Размера на 2 меньше. А качество хорошее",1,4
Шикарный!!!,1,5
"Заказывала раньше тут же были матовые, сейчас глянцевые хуже держат детский волос",0,3
"Понравилось, вкусно, буду брать ещё такой. Упаковка целая, банка не мятая",1,4
качетсво ужасное,0,1
Хорошая краска. Рекомендую,1,5
Обновляю отзыв... Принт слезает и стирается. Всего лишь второй день в нОске.... очень печально....,0,2
Очень сильно маломерит. Возврат,0,1
Пришли со сломанным замком,0,1
"Игра интересная, дети в восторге. Одно но, не было фишек и кубика, хорошо что были свои от других игр.",1,4
"Очень хороший шампунь, заказываю повторно",1,5
"Покупаю не первый раз, рекомендуется, спасибо за качество",1,5
"К ручке претензий нет: красивый цвет, приятная на ощупь, увесистая. но заявленный ""подарочный"" пакет весь мятый, подарок в такой не положишь.",0,3
"Почитала отзывы  заказала,  Качество ужас, ожидала лучшего,  для туники очень тонкая плотность,  уверена после стирки потеряет форму и сядит на 
на объем, длину на сантиметра 3, размер заказала 64, пришёл 68 но это не так критично для меня по отношению к Качеству красная цена 350руб. Ткань кулирка ОЕ ( 3й сорт)",0,2
"Заказала 62, но если сравнивать с другими ползунками то больше на 68 тянет, качество нормальное",0,3
Мало наполнителя,0,3
"Наисвежайшая! Очень вкусная! И пофиг на калории, очнулись, когда последнюю доели))))",1,5
Ребенку понравилось,1,5
"Гвоздика пришла в хорошей упаковке, через неё видно качество гвоздики, пока не открыли. Спасибо продавцу за товар и за подарок, очень приятно. Советую к покупке. 👍",1,5
"Кофе не очень понравился. Достаточно слабый вкус в сравнении с оригинальными капсулами Nespresso аналогичной крепости.  Так же в кофемешине лился не струйкой как обычно, а каплями. Мне показалось это странным, хотя капсула пробилась.",0,3
"Отличные гетры, плотные. На размер 38,5 взяла s сели отлично, длина выше калена.",1,5
Принт и цвет не соответствуют. Модель укороченная и расклешенная книзу. В итоге: какая-то нелепость.,0,2
Красивые рисунки. Приятная бумага,1,5
"Клевая пластина, положили что заказывала, правда в упаковке были мелкие камушки, пластина не повреждена, но не приятно...",1,5
Всё хорошо. Спасибо,1,4
"Мёд хороший, но был приоткрыт. Больше такую упаковку не закажу",0,2
Всё пришло. Отлично,1,5
"Супер, рекомендую. Хватает на несколько раз",1,5
Качество отвратительное,0,1
Отличный товар! Хорошо упаковано. Доставка в срок.,1,5
"Хоть и с икрой, но очень соленая и не свежая, как из дешевой пивнушки",0,3
"форма использовалась раза 3 и развалилась
отлетела заклёпка, не советую, сделано абы как",0,1
"При номинале 12 вольт, сразу после открытия упаковки показало 8 вольт",0,2
Заказывала голубой. А пришел розовый.,1,4
Очень сильно маломерят,0,1
"Очень сладкий и неестественный вкус. Не очень хорошо отношусь  сукролозе, наверно её там больше всего, потому что ну прям очень приторно.",0,3
"Все ок, мелкая пудра.",1,5
Хорошие карандаши!Но 1 минус пишут как обычные!!,1,4
Все отлично,1,5
Она просто идеальна,1,5
Нет поплавка. А в остальном - всё хорошо. Спасибо.,1,4
Все замечательно работает.,1,5
"Швы царапают кожу, очень плотная ткань, на лето жарко",0,2
"Возможно я слишком придирчивая, но вместо футболки приехала блузка размера XL. Спасибо, но отказ",0,1
"Никаких хромированных шаров в наборе нет . Зачем вводить покупателей в заблуждение недостоверными картинками ? Обычные ярко - розовые шарики , и ладно , если бы цвет был "" плотным "" , так нет . Теперь придется докупать нужные шары .",0,3
Мёд вкусный. Не первый раз заказываю. Спасибо продавцу.,1,5
"Мед понравился, настоящий.",1,5
"Приятная на ощупь, выдержит большое вес, прочная. Небольшая, но это видно из размеров. Спокойная расцветка, соответствует фото и описанию, смотрится очень в стиле эко) я довольна",1,5
"Сахарница пришла в рванной коробке, ложечка разбита. Сама сахарница целая.",0,3
"Замечательная грелка, как на живот мелкому!",1,5
Маломерки.  На худую  ногу. О качестве  сказать ничего не могу. Внешне симпатичные.,1,4
"При выборе чайника, у этого явное преимущество в стиле и удобстве нежели у других.",1,5
Мне понравились губки,1,5
"Все дошло целое,упаковано в пленку и пакет.Очень запашистый мед.И вкус замечательный.",1,5
"Пакеты хорошие, советую",1,5
"Товар пришел исправным. При эксплуатации выяснилось, что не застегиваются клепки, Быстро исправили, чуть- чуть расширив отверстия острым ножом. Держатели свою функцию выполняют, но только на молодых кустиках. Вообще я довольна покупкой, это лучше чем ничего...",1,4
Все отлично,1,4
"Упаковано очень основательно,  распечатать в пункте выдачи сложно. Продавец положил в посылку 6 ПАР носков, вместо 12 заявленных ПАР и, завершающий штрих, совсем с другим рисунком. Печально",0,1
"Вообще результата никакого применение ежедневное,как в инструкции,дочь пользовалась вместе с  умывалкой этой же серии,результата ноль.Одна умывалка этой серии и то лучше,от нее хоть воспаление сходит,не полность,но лицо становится светлее",0,2
Все супер,1,5
"Все пришло целое, спасибо",1,5
Маломерка. Ткань как на дешевой футболке. Не ожидала.,0,2
"Прекрасная Сыворотка!У меня эффект как с фото карточки товара!Давно не было такого спокойного лица-краснота меня преследует.В отличии от аптечных кремов от красноты для чувствительной кожи она не забивает поры,не оставляет ни липкости ,ни жирного блеска.Восхитительно!!!Спасибо!!!",1,5
